question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,Aromatic; Tutun ca; Marină; Picant; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CC1C2CC3CC1C(C(C2)C3=C)O]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,"Care este descriptorul principal al mirosului moleculei? [Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.",Picant,Descriptor 2=Herbal;Descriptor 3=Camphoraceous
2,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,,,Floral; Fumuros; Sulfuros; Marină; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CC1=CC(=C(C(=C1)C)O)C]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,"Care este descriptorul principal al mirosului moleculei? [2,4,6-Trimethylphenol]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.",Fumuros,Descriptor 2=Phenolic;Descriptor 3=Coffee
3,Octanal diethyl acetal,CCCCCCCC(OCC)OCC,,,Verde; Miere; Pe bază de plante; Marină; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CCCCCCCC(OCC)OCC]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Care este descriptorul principal al mirosului moleculei? [Octanal diethyl acetal]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Verde,Descriptor 2=Citrus;Descriptor 3=Oily
4,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",CC1C(C2CCCCC2C1(C)C)(C)C,,,Sulfuros; Chihlimbar; Picant; Musk ca; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CC1C(C2CCCCC2C1(C)C)(C)C]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,"Care este descriptorul principal al mirosului moleculei? [Octahydro-1,1,2,3,3-pentamethyl-1H-indene]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.",Musk ca,Descriptor 2=Warm;Descriptor 3=Floral
5,alpha-Ionol,CC1=CCCC(C1/C=C/C(C)O)(C)C,,,Picant; Marină; Ozon; Pudră; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CC1=CCCC(C1/C=C/C(C)O)(C)C]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Care este descriptorul principal al mirosului moleculei? [alpha-Ionol]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Pudră,Descriptor 2=Floral;Descriptor 3=Gourmand
6,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C,,,Musk ca; Pudră; Citrice; Fumuros; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,"Care este descriptorul principal al mirosului moleculei? [2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.",Pudră,Descriptor 2=Woody;Descriptor 3=Tobacco
7,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,,,Miere; Balsamic; Floral; Pământesc; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Care este descriptorul principal al mirosului moleculei? [Piperine]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Balsamic,Descriptor 2=Animal Like;Descriptor 3=Peppery
8,"Cyclododecaneethanol, .beta.-methyl-",CC(CO)C1CCCCCCCCCCC1,,,Chihlimbar; Miere; Ca un animal; Anisic; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CC(CO)C1CCCCCCCCCCC1]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,"Care este descriptorul principal al mirosului moleculei? [Cyclododecaneethanol, .beta.-methyl-]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.",Chihlimbar,Descriptor 2=Dry;Descriptor 3=Woody
9,11-Oxahexadecanolide,C1CCCCC(=O)OCCCCCOCCCC1,,,Lemn; Musk ca; Tutun ca; Fructat; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [C1CCCCC(=O)OCCCCCOCCCC1]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Care este descriptorul principal al mirosului moleculei? [11-Oxahexadecanolide]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,Musk ca,Descriptor 2=Powdery;Descriptor 3=Creamy
10,"2-Octen-1-ol, 1-acetate",CCCCC/C=C/COC(=O)C,,,Anisic; Aromatic; Balsamic; Pământesc; ,primary_odor_descriptor,Care este descriptorul principal al mirosului moleculei? [CCCCC/C=C/COC(=O)C]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.,"Care este descriptorul principal al mirosului moleculei? [2-Octen-1-ol, 1-acetate]? Selectați doar una dintre opțiunile [OPTIONS]. Nu scrieți comentarii.",Pământesc,Descriptor 2=Mushroom;Descriptor 3=Lavender
