question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,Aromaatne; Tubakas nagu; merevägi; Vürtsikas; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CC1C2CC3CC1C(C(C2)C3=C)O]? Valige ainult üks järgmistest [Aromaatne; Tubakas nagu; merevägi; Vürtsikas; ]. Ära kirjuta kommentaare.,"Mis on molekuli peamine lõhna kirjeldaja? [Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-]? Valige ainult üks järgmistest [Aromaatne; Tubakas nagu; merevägi; Vürtsikas; ]. Ära kirjuta kommentaare.",Vürtsikas,Descriptor 2=Herbal;Descriptor 3=Camphoraceous
2,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,,,Lilleline; Suitsune; Väävlishapukas; merevägi; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CC1=CC(=C(C(=C1)C)O)C]? Valige ainult üks järgmistest [Lilleline; Suitsune; Väävlishapukas; merevägi; ]. Ära kirjuta kommentaare.,"Mis on molekuli peamine lõhna kirjeldaja? [2,4,6-Trimethylphenol]? Valige ainult üks järgmistest [Lilleline; Suitsune; Väävlishapukas; merevägi; ]. Ära kirjuta kommentaare.",Suitsune,Descriptor 2=Phenolic;Descriptor 3=Coffee
3,Octanal diethyl acetal,CCCCCCCC(OCC)OCC,,,Roheline; Mesi; Taimsed; merevägi; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CCCCCCCC(OCC)OCC]? Valige ainult üks järgmistest [Roheline; Mesi; Taimsed; merevägi; ]. Ära kirjuta kommentaare.,Mis on molekuli peamine lõhna kirjeldaja? [Octanal diethyl acetal]? Valige ainult üks järgmistest [Roheline; Mesi; Taimsed; merevägi; ]. Ära kirjuta kommentaare.,Roheline,Descriptor 2=Citrus;Descriptor 3=Oily
4,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",CC1C(C2CCCCC2C1(C)C)(C)C,,,Väävlishapukas; Merevaik; Vürtsikas; Musk meeldib; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CC1C(C2CCCCC2C1(C)C)(C)C]? Valige ainult üks järgmistest [Väävlishapukas; Merevaik; Vürtsikas; Musk meeldib; ]. Ära kirjuta kommentaare.,"Mis on molekuli peamine lõhna kirjeldaja? [Octahydro-1,1,2,3,3-pentamethyl-1H-indene]? Valige ainult üks järgmistest [Väävlishapukas; Merevaik; Vürtsikas; Musk meeldib; ]. Ära kirjuta kommentaare.",Musk meeldib,Descriptor 2=Warm;Descriptor 3=Floral
5,alpha-Ionol,CC1=CCCC(C1/C=C/C(C)O)(C)C,,,Vürtsikas; merevägi; Osoon; Powdery; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CC1=CCCC(C1/C=C/C(C)O)(C)C]? Valige ainult üks järgmistest [Vürtsikas; merevägi; Osoon; Powdery; ]. Ära kirjuta kommentaare.,Mis on molekuli peamine lõhna kirjeldaja? [alpha-Ionol]? Valige ainult üks järgmistest [Vürtsikas; merevägi; Osoon; Powdery; ]. Ära kirjuta kommentaare.,Powdery,Descriptor 2=Floral;Descriptor 3=Gourmand
6,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C,,,Musk meeldib; Powdery; Tsitrusviljad; Suitsune; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C]? Valige ainult üks järgmistest [Musk meeldib; Powdery; Tsitrusviljad; Suitsune; ]. Ära kirjuta kommentaare.,"Mis on molekuli peamine lõhna kirjeldaja? [2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one]? Valige ainult üks järgmistest [Musk meeldib; Powdery; Tsitrusviljad; Suitsune; ]. Ära kirjuta kommentaare.",Powdery,Descriptor 2=Woody;Descriptor 3=Tobacco
7,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,,,Mesi; Balsamico; Lilleline; Maa-alune; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3]? Valige ainult üks järgmistest [Mesi; Balsamico; Lilleline; Maa-alune; ]. Ära kirjuta kommentaare.,Mis on molekuli peamine lõhna kirjeldaja? [Piperine]? Valige ainult üks järgmistest [Mesi; Balsamico; Lilleline; Maa-alune; ]. Ära kirjuta kommentaare.,Balsamico,Descriptor 2=Animal Like;Descriptor 3=Peppery
8,"Cyclododecaneethanol, .beta.-methyl-",CC(CO)C1CCCCCCCCCCC1,,,Merevaik; Mesi; Loomataoline; Aniisiline; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CC(CO)C1CCCCCCCCCCC1]? Valige ainult üks järgmistest [Merevaik; Mesi; Loomataoline; Aniisiline; ]. Ära kirjuta kommentaare.,"Mis on molekuli peamine lõhna kirjeldaja? [Cyclododecaneethanol, .beta.-methyl-]? Valige ainult üks järgmistest [Merevaik; Mesi; Loomataoline; Aniisiline; ]. Ära kirjuta kommentaare.",Merevaik,Descriptor 2=Dry;Descriptor 3=Woody
9,11-Oxahexadecanolide,C1CCCCC(=O)OCCCCCOCCCC1,,,Woody; Musk meeldib; Tubakas nagu; Puuviljane; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [C1CCCCC(=O)OCCCCCOCCCC1]? Valige ainult üks järgmistest [Woody; Musk meeldib; Tubakas nagu; Puuviljane; ]. Ära kirjuta kommentaare.,Mis on molekuli peamine lõhna kirjeldaja? [11-Oxahexadecanolide]? Valige ainult üks järgmistest [Woody; Musk meeldib; Tubakas nagu; Puuviljane; ]. Ära kirjuta kommentaare.,Musk meeldib,Descriptor 2=Powdery;Descriptor 3=Creamy
10,"2-Octen-1-ol, 1-acetate",CCCCC/C=C/COC(=O)C,,,Aniisiline; Aromaatne; Balsamico; Maa-alune; ,primary_odor_descriptor,Mis on molekuli peamine lõhna kirjeldaja? [CCCCC/C=C/COC(=O)C]? Valige ainult üks järgmistest [Aniisiline; Aromaatne; Balsamico; Maa-alune; ]. Ära kirjuta kommentaare.,"Mis on molekuli peamine lõhna kirjeldaja? [2-Octen-1-ol, 1-acetate]? Valige ainult üks järgmistest [Aniisiline; Aromaatne; Balsamico; Maa-alune; ]. Ära kirjuta kommentaare.",Maa-alune,Descriptor 2=Mushroom;Descriptor 3=Lavender
