question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,Ароматен; Тютюн като; Морски; Пикантен; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CC1C2CC3CC1C(C(C2)C3=C)O]? Изберете само едно от [Ароматен; Тютюн като; Морски; Пикантен; ]. Не пишете коментари.,"Какъв е основният дескриптор на миризмата на молекулата? [Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-]? Изберете само едно от [Ароматен; Тютюн като; Морски; Пикантен; ]. Не пишете коментари.",Пикантен,Descriptor 2=Herbal;Descriptor 3=Camphoraceous
2,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,,,Цветя; Дим; Сярен; Морски; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CC1=CC(=C(C(=C1)C)O)C]? Изберете само едно от [Цветя; Дим; Сярен; Морски; ]. Не пишете коментари.,"Какъв е основният дескриптор на миризмата на молекулата? [2,4,6-Trimethylphenol]? Изберете само едно от [Цветя; Дим; Сярен; Морски; ]. Не пишете коментари.",Дим,Descriptor 2=Phenolic;Descriptor 3=Coffee
3,Octanal diethyl acetal,CCCCCCCC(OCC)OCC,,,Зелено; Мед; Билкови; Морски; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CCCCCCCC(OCC)OCC]? Изберете само едно от [Зелено; Мед; Билкови; Морски; ]. Не пишете коментари.,Какъв е основният дескриптор на миризмата на молекулата? [Octanal diethyl acetal]? Изберете само едно от [Зелено; Мед; Билкови; Морски; ]. Не пишете коментари.,Зелено,Descriptor 2=Citrus;Descriptor 3=Oily
4,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",CC1C(C2CCCCC2C1(C)C)(C)C,,,Сярен; Кехлибар; Пикантен; Муск като; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CC1C(C2CCCCC2C1(C)C)(C)C]? Изберете само едно от [Сярен; Кехлибар; Пикантен; Муск като; ]. Не пишете коментари.,"Какъв е основният дескриптор на миризмата на молекулата? [Octahydro-1,1,2,3,3-pentamethyl-1H-indene]? Изберете само едно от [Сярен; Кехлибар; Пикантен; Муск като; ]. Не пишете коментари.",Муск като,Descriptor 2=Warm;Descriptor 3=Floral
5,alpha-Ionol,CC1=CCCC(C1/C=C/C(C)O)(C)C,,,Пикантен; Морски; Озон; Прах; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CC1=CCCC(C1/C=C/C(C)O)(C)C]? Изберете само едно от [Пикантен; Морски; Озон; Прах; ]. Не пишете коментари.,Какъв е основният дескриптор на миризмата на молекулата? [alpha-Ionol]? Изберете само едно от [Пикантен; Морски; Озон; Прах; ]. Не пишете коментари.,Прах,Descriptor 2=Floral;Descriptor 3=Gourmand
6,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C,,,Муск като; Прах; Цитрусови плодове; Дим; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C]? Изберете само едно от [Муск като; Прах; Цитрусови плодове; Дим; ]. Не пишете коментари.,"Какъв е основният дескриптор на миризмата на молекулата? [2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one]? Изберете само едно от [Муск като; Прах; Цитрусови плодове; Дим; ]. Не пишете коментари.",Прах,Descriptor 2=Woody;Descriptor 3=Tobacco
7,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,,,Мед; Балсамико; Цветя; Землив; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3]? Изберете само едно от [Мед; Балсамико; Цветя; Землив; ]. Не пишете коментари.,Какъв е основният дескриптор на миризмата на молекулата? [Piperine]? Изберете само едно от [Мед; Балсамико; Цветя; Землив; ]. Не пишете коментари.,Балсамико,Descriptor 2=Animal Like;Descriptor 3=Peppery
8,"Cyclododecaneethanol, .beta.-methyl-",CC(CO)C1CCCCCCCCCCC1,,,Кехлибар; Мед; Животноподобен; Анисов; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CC(CO)C1CCCCCCCCCCC1]? Изберете само едно от [Кехлибар; Мед; Животноподобен; Анисов; ]. Не пишете коментари.,"Какъв е основният дескриптор на миризмата на молекулата? [Cyclododecaneethanol, .beta.-methyl-]? Изберете само едно от [Кехлибар; Мед; Животноподобен; Анисов; ]. Не пишете коментари.",Кехлибар,Descriptor 2=Dry;Descriptor 3=Woody
9,11-Oxahexadecanolide,C1CCCCC(=O)OCCCCCOCCCC1,,,Уди; Муск като; Тютюн като; Плодов; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [C1CCCCC(=O)OCCCCCOCCCC1]? Изберете само едно от [Уди; Муск като; Тютюн като; Плодов; ]. Не пишете коментари.,Какъв е основният дескриптор на миризмата на молекулата? [11-Oxahexadecanolide]? Изберете само едно от [Уди; Муск като; Тютюн като; Плодов; ]. Не пишете коментари.,Муск като,Descriptor 2=Powdery;Descriptor 3=Creamy
10,"2-Octen-1-ol, 1-acetate",CCCCC/C=C/COC(=O)C,,,Анисов; Ароматен; Балсамико; Землив; ,primary_odor_descriptor,Какъв е основният дескриптор на миризмата на молекулата? [CCCCC/C=C/COC(=O)C]? Изберете само едно от [Анисов; Ароматен; Балсамико; Землив; ]. Не пишете коментари.,"Какъв е основният дескриптор на миризмата на молекулата? [2-Octen-1-ol, 1-acetate]? Изберете само едно от [Анисов; Ароматен; Балсамико; Землив; ]. Не пишете коментари.",Землив,Descriptor 2=Mushroom;Descriptor 3=Lavender
