question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,Aromatyczny; Tytoń podobny do; Marynarka wojenna; Spicy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1C2CC3CC1C(C(C2)C3=C)O]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Spicy,Descriptor 2=Herbal;Descriptor 3=Camphoraceous
2,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,,,Kwiatowy; Dymny; Siarkowy; Marynarka wojenna; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1=CC(=C(C(=C1)C)O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [2,4,6-Trimethylphenol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Dymny,Descriptor 2=Phenolic;Descriptor 3=Coffee
3,Octanal diethyl acetal,CCCCCCCC(OCC)OCC,,,Zielony; Miód; Zioła; Marynarka wojenna; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCCCCC(OCC)OCC]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Octanal diethyl acetal]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Zielony,Descriptor 2=Citrus;Descriptor 3=Oily
4,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",CC1C(C2CCCCC2C1(C)C)(C)C,,,Siarkowy; Amber; Spicy; Musk jak; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1C(C2CCCCC2C1(C)C)(C)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Octahydro-1,1,2,3,3-pentamethyl-1H-indene]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Musk jak,Descriptor 2=Warm;Descriptor 3=Floral
5,alpha-Ionol,CC1=CCCC(C1/C=C/C(C)O)(C)C,,,Spicy; Marynarka wojenna; Ozon; Powdery; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1=CCCC(C1/C=C/C(C)O)(C)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [alpha-Ionol]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Powdery,Descriptor 2=Floral;Descriptor 3=Gourmand
6,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C,,,Musk jak; Powdery; Cytrus; Dymny; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Powdery,Descriptor 2=Woody;Descriptor 3=Tobacco
7,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,,,Miód; Balsamiczny; Kwiatowy; Ziemisty; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Piperine]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Balsamiczny,Descriptor 2=Animal Like;Descriptor 3=Peppery
8,"Cyclododecaneethanol, .beta.-methyl-",CC(CO)C1CCCCCCCCCCC1,,,Amber; Miód; Zwierzęcy; Anisic; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(CO)C1CCCCCCCCCCC1]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Cyclododecaneethanol, .beta.-methyl-]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Amber,Descriptor 2=Dry;Descriptor 3=Woody
9,11-Oxahexadecanolide,C1CCCCC(=O)OCCCCCOCCCC1,,,Drzewny; Musk jak; Tytoń podobny do; Owocowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [C1CCCCC(=O)OCCCCCOCCCC1]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [11-Oxahexadecanolide]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,Musk jak,Descriptor 2=Powdery;Descriptor 3=Creamy
10,"2-Octen-1-ol, 1-acetate",CCCCC/C=C/COC(=O)C,,,Anisic; Aromatyczny; Balsamiczny; Ziemisty; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCC/C=C/COC(=O)C]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [2-Octen-1-ol, 1-acetate]? Wybierz tylko jedną z poniższych opcji: [OPTIONS]. Nie pisz żadnych komentarzy..",Ziemisty,Descriptor 2=Mushroom;Descriptor 3=Lavender
