question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"[2,2-Bis[(3,7-dimethyl-2,6-octadienyl)oxy]ethyl]benzene",CC(=CCCC(=CCOC(CC1=CC=CC=C1)OCC=C(C)CCC=C(C)C)C)C,,,Jedzenie takie jak; Spicy; Zioła; Kwiatowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=CCCC(=CCOC(CC1=CC=CC=C1)OCC=C(C)CCC=C(C)C)C)C]? Wybierz tylko jedną z poniższych opcji: [Jedzenie takie jak; Spicy; Zioła; Kwiatowy; ]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [[2,2-Bis[(3,7-dimethyl-2,6-octadienyl)oxy]ethyl]benzene]? Wybierz tylko jedną z poniższych opcji: [Jedzenie takie jak; Spicy; Zioła; Kwiatowy; ]. Nie pisz żadnych komentarzy..",Kwiatowy,Descriptor 2=Rose;Descriptor 3=Green
2,Dihydrosafrole,CCCC1=CC2=C(C=C1)OCO2,,,Amber; Zioła; Spicy; Cytrus; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCC1=CC2=C(C=C1)OCO2]? Wybierz tylko jedną z poniższych opcji: [Amber; Zioła; Spicy; Cytrus; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Dihydrosafrole]? Wybierz tylko jedną z poniższych opcji: [Amber; Zioła; Spicy; Cytrus; ]. Nie pisz żadnych komentarzy..,Spicy,Descriptor 2=Sweet;Descriptor 3=Floral
3,Hexyl isovalerate,CCCCCCOC(=O)CC(C)C,,,Balsamiczny; Zioła; Jedzenie takie jak; Owocowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCCCOC(=O)CC(C)C]? Wybierz tylko jedną z poniższych opcji: [Balsamiczny; Zioła; Jedzenie takie jak; Owocowy; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Hexyl isovalerate]? Wybierz tylko jedną z poniższych opcji: [Balsamiczny; Zioła; Jedzenie takie jak; Owocowy; ]. Nie pisz żadnych komentarzy..,Owocowy,Descriptor 2=Sweet;Descriptor 3=Green
4,3-(Methylthio)-1-hexanol,CCCC(CCO)SC,,,Drzewny; Dymny; Musk jak; Owocowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCC(CCO)SC]? Wybierz tylko jedną z poniższych opcji: [Drzewny; Dymny; Musk jak; Owocowy; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [3-(Methylthio)-1-hexanol]? Wybierz tylko jedną z poniższych opcji: [Drzewny; Dymny; Musk jak; Owocowy; ]. Nie pisz żadnych komentarzy..,Owocowy,Descriptor 2=Pineapple;Descriptor 3=Mango
5,2-Ethyl-4-methylthiazole,CCC1=NC(=CS1)C,,,Balsamiczny; Jedzenie takie jak; Drzewny; Musk jak; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCC1=NC(=CS1)C]? Wybierz tylko jedną z poniższych opcji: [Balsamiczny; Jedzenie takie jak; Drzewny; Musk jak; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [2-Ethyl-4-methylthiazole]? Wybierz tylko jedną z poniższych opcji: [Balsamiczny; Jedzenie takie jak; Drzewny; Musk jak; ]. Nie pisz żadnych komentarzy..,Jedzenie takie jak,Descriptor 2=Green;Descriptor 3=Nutty
6,2-Pentadecanone,CCCCCCCCCCCCCC(=O)C,,,Owocowy; Minty; Cytrus; Kwiatowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCCCCCCCCCCC(=O)C]? Wybierz tylko jedną z poniższych opcji: [Owocowy; Minty; Cytrus; Kwiatowy; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [2-Pentadecanone]? Wybierz tylko jedną z poniższych opcji: [Owocowy; Minty; Cytrus; Kwiatowy; ]. Nie pisz żadnych komentarzy..,Kwiatowy,Descriptor 2=Oily;Descriptor 3=Fresh
7,Carvyl propionate,CCC(=O)OC1CC(CC=C1C)C(=C)C,,,Dymny; Zielony; Zioła; Owocowy; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCC(=O)OC1CC(CC=C1C)C(=C)C]? Wybierz tylko jedną z poniższych opcji: [Dymny; Zielony; Zioła; Owocowy; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Carvyl propionate]? Wybierz tylko jedną z poniższych opcji: [Dymny; Zielony; Zioła; Owocowy; ]. Nie pisz żadnych komentarzy..,Zioła,Descriptor 2=Minty;Descriptor 3=Aromatic
8,3-Nonanone,CCCCCCC(=O)CC,,,Zielony; Owocowy; Aldehydowy; Ozon; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCCCCCC(=O)CC]? Wybierz tylko jedną z poniższych opcji: [Zielony; Owocowy; Aldehydowy; Ozon; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [3-Nonanone]? Wybierz tylko jedną z poniższych opcji: [Zielony; Owocowy; Aldehydowy; Ozon; ]. Nie pisz żadnych komentarzy..,Owocowy,Descriptor 2=Floral;Descriptor 3=Sweet
9,"Ethyl 2,2,-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate",CCOC(=O)C1C(C1(C)C)C=C(C)C,,,Aromatyczny; Marynarka wojenna; Zioła; Balsamiczny; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CCOC(=O)C1C(C1(C)C)C=C(C)C]? Wybierz tylko jedną z poniższych opcji: [Aromatyczny; Marynarka wojenna; Zioła; Balsamiczny; ]. Nie pisz żadnych komentarzy..,"Jaki jest główny deskryptor zapachu cząsteczki? [Ethyl 2,2,-dimethyl-3-(2-methylprop-1-enyl)cyclopropane-1-carboxylate]? Wybierz tylko jedną z poniższych opcji: [Aromatyczny; Marynarka wojenna; Zioła; Balsamiczny; ]. Nie pisz żadnych komentarzy..",Zioła,Descriptor 2=Fruity;Descriptor 3=Floral
10,Isobornyl acetate,CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,,,Cytrus; Miód; Dymny; Zioła; ,primary_odor_descriptor,Jaki jest główny deskryptor zapachu cząsteczki? [CC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C]? Wybierz tylko jedną z poniższych opcji: [Cytrus; Miód; Dymny; Zioła; ]. Nie pisz żadnych komentarzy..,Jaki jest główny deskryptor zapachu cząsteczki? [Isobornyl acetate]? Wybierz tylko jedną z poniższych opcji: [Cytrus; Miód; Dymny; Zioła; ]. Nie pisz żadnych komentarzy..,Zioła,Descriptor 2=Pine;Descriptor 3=Green
