question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,Aromatisch; Tabak wie; Marine; Würzig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1C2CC3CC1C(C(C2)C3=C)O]? Wählen Sie nur eine Option aus der [Aromatisch; Tabak wie; Marine; Würzig; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-]? Wählen Sie nur eine Option aus der [Aromatisch; Tabak wie; Marine; Würzig; ]. Bitte keine Kommentare schreiben..",Würzig,Descriptor 2=Herbal;Descriptor 3=Camphoraceous
2,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,,,Blumenmuster; Rauchig; Schwefelhaltig; Marine; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1=CC(=C(C(=C1)C)O)C]? Wählen Sie nur eine Option aus der [Blumenmuster; Rauchig; Schwefelhaltig; Marine; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [2,4,6-Trimethylphenol]? Wählen Sie nur eine Option aus der [Blumenmuster; Rauchig; Schwefelhaltig; Marine; ]. Bitte keine Kommentare schreiben..",Rauchig,Descriptor 2=Phenolic;Descriptor 3=Coffee
3,Octanal diethyl acetal,CCCCCCCC(OCC)OCC,,,Grün; Honig; Kräuter; Marine; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCCCCCCC(OCC)OCC]? Wählen Sie nur eine Option aus der [Grün; Honig; Kräuter; Marine; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Octanal diethyl acetal]? Wählen Sie nur eine Option aus der [Grün; Honig; Kräuter; Marine; ]. Bitte keine Kommentare schreiben..,Grün,Descriptor 2=Citrus;Descriptor 3=Oily
4,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",CC1C(C2CCCCC2C1(C)C)(C)C,,,Schwefelhaltig; Bernstein; Würzig; Musk-ähnlich; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1C(C2CCCCC2C1(C)C)(C)C]? Wählen Sie nur eine Option aus der [Schwefelhaltig; Bernstein; Würzig; Musk-ähnlich; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [Octahydro-1,1,2,3,3-pentamethyl-1H-indene]? Wählen Sie nur eine Option aus der [Schwefelhaltig; Bernstein; Würzig; Musk-ähnlich; ]. Bitte keine Kommentare schreiben..",Musk-ähnlich,Descriptor 2=Warm;Descriptor 3=Floral
5,alpha-Ionol,CC1=CCCC(C1/C=C/C(C)O)(C)C,,,Würzig; Marine; Ozon; Powdery; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1=CCCC(C1/C=C/C(C)O)(C)C]? Wählen Sie nur eine Option aus der [Würzig; Marine; Ozon; Powdery; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [alpha-Ionol]? Wählen Sie nur eine Option aus der [Würzig; Marine; Ozon; Powdery; ]. Bitte keine Kommentare schreiben..,Powdery,Descriptor 2=Floral;Descriptor 3=Gourmand
6,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C,,,Musk-ähnlich; Powdery; Zitrusfrüchte; Rauchig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C]? Wählen Sie nur eine Option aus der [Musk-ähnlich; Powdery; Zitrusfrüchte; Rauchig; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one]? Wählen Sie nur eine Option aus der [Musk-ähnlich; Powdery; Zitrusfrüchte; Rauchig; ]. Bitte keine Kommentare schreiben..",Powdery,Descriptor 2=Woody;Descriptor 3=Tobacco
7,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,,,Honig; Balsamico; Blumenmuster; Erdig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3]? Wählen Sie nur eine Option aus der [Honig; Balsamico; Blumenmuster; Erdig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [Piperine]? Wählen Sie nur eine Option aus der [Honig; Balsamico; Blumenmuster; Erdig; ]. Bitte keine Kommentare schreiben..,Balsamico,Descriptor 2=Animal Like;Descriptor 3=Peppery
8,"Cyclododecaneethanol, .beta.-methyl-",CC(CO)C1CCCCCCCCCCC1,,,Bernstein; Honig; Tierähnlich; Anisisch; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CC(CO)C1CCCCCCCCCCC1]? Wählen Sie nur eine Option aus der [Bernstein; Honig; Tierähnlich; Anisisch; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [Cyclododecaneethanol, .beta.-methyl-]? Wählen Sie nur eine Option aus der [Bernstein; Honig; Tierähnlich; Anisisch; ]. Bitte keine Kommentare schreiben..",Bernstein,Descriptor 2=Dry;Descriptor 3=Woody
9,11-Oxahexadecanolide,C1CCCCC(=O)OCCCCCOCCCC1,,,holzartig; Musk-ähnlich; Tabak wie; Fruchtig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [C1CCCCC(=O)OCCCCCOCCCC1]? Wählen Sie nur eine Option aus der [holzartig; Musk-ähnlich; Tabak wie; Fruchtig; ]. Bitte keine Kommentare schreiben..,Was ist der primäre Geruchsbeschreiber des Moleküls? [11-Oxahexadecanolide]? Wählen Sie nur eine Option aus der [holzartig; Musk-ähnlich; Tabak wie; Fruchtig; ]. Bitte keine Kommentare schreiben..,Musk-ähnlich,Descriptor 2=Powdery;Descriptor 3=Creamy
10,"2-Octen-1-ol, 1-acetate",CCCCC/C=C/COC(=O)C,,,Anisisch; Aromatisch; Balsamico; Erdig; ,primary_odor_descriptor,Was ist der primäre Geruchsbeschreiber des Moleküls? [CCCCC/C=C/COC(=O)C]? Wählen Sie nur eine Option aus der [Anisisch; Aromatisch; Balsamico; Erdig; ]. Bitte keine Kommentare schreiben..,"Was ist der primäre Geruchsbeschreiber des Moleküls? [2-Octen-1-ol, 1-acetate]? Wählen Sie nur eine Option aus der [Anisisch; Aromatisch; Balsamico; Erdig; ]. Bitte keine Kommentare schreiben..",Erdig,Descriptor 2=Mushroom;Descriptor 3=Lavender
