question_ID,compound.name_1,SMILES_1,compound.name_2,SMILES_2,OPTIONS,question_category,prompt.1,prompt.2,answer,other_info
1,"Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-",CC1C2CC3CC1C(C(C2)C3=C)O,,,Aromatico; Tabacco simile; Marina; Piccante; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CC1C2CC3CC1C(C(C2)C3=C)O]? Selezionare solo uno tra i seguenti [Aromatico; Tabacco simile; Marina; Piccante; ]. Non scrivere alcun commento.,"Qual è il principale descrittore dell'odore della molecola? [Tricyclo[3.3.1.1.(3.7)]decan-2-ol, 4-methyl-8-methylene-]? Selezionare solo uno tra i seguenti [Aromatico; Tabacco simile; Marina; Piccante; ]. Non scrivere alcun commento.",Piccante,Descriptor 2=Herbal;Descriptor 3=Camphoraceous
2,"2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C,,,Floreale; Fumoso; Sulfureo; Marina; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CC1=CC(=C(C(=C1)C)O)C]? Selezionare solo uno tra i seguenti [Floreale; Fumoso; Sulfureo; Marina; ]. Non scrivere alcun commento.,"Qual è il principale descrittore dell'odore della molecola? [2,4,6-Trimethylphenol]? Selezionare solo uno tra i seguenti [Floreale; Fumoso; Sulfureo; Marina; ]. Non scrivere alcun commento.",Fumoso,Descriptor 2=Phenolic;Descriptor 3=Coffee
3,Octanal diethyl acetal,CCCCCCCC(OCC)OCC,,,Verde; Miele; Erbe medicinali; Marina; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CCCCCCCC(OCC)OCC]? Selezionare solo uno tra i seguenti [Verde; Miele; Erbe medicinali; Marina; ]. Non scrivere alcun commento.,Qual è il principale descrittore dell'odore della molecola? [Octanal diethyl acetal]? Selezionare solo uno tra i seguenti [Verde; Miele; Erbe medicinali; Marina; ]. Non scrivere alcun commento.,Verde,Descriptor 2=Citrus;Descriptor 3=Oily
4,"Octahydro-1,1,2,3,3-pentamethyl-1H-indene",CC1C(C2CCCCC2C1(C)C)(C)C,,,Sulfureo; Ambra; Piccante; Musk come; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CC1C(C2CCCCC2C1(C)C)(C)C]? Selezionare solo uno tra i seguenti [Sulfureo; Ambra; Piccante; Musk come; ]. Non scrivere alcun commento.,"Qual è il principale descrittore dell'odore della molecola? [Octahydro-1,1,2,3,3-pentamethyl-1H-indene]? Selezionare solo uno tra i seguenti [Sulfureo; Ambra; Piccante; Musk come; ]. Non scrivere alcun commento.",Musk come,Descriptor 2=Warm;Descriptor 3=Floral
5,alpha-Ionol,CC1=CCCC(C1/C=C/C(C)O)(C)C,,,Piccante; Marina; Ozono; Powdery; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CC1=CCCC(C1/C=C/C(C)O)(C)C]? Selezionare solo uno tra i seguenti [Piccante; Marina; Ozono; Powdery; ]. Non scrivere alcun commento.,Qual è il principale descrittore dell'odore della molecola? [alpha-Ionol]? Selezionare solo uno tra i seguenti [Piccante; Marina; Ozono; Powdery; ]. Non scrivere alcun commento.,Powdery,Descriptor 2=Floral;Descriptor 3=Gourmand
6,"2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one",CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C,,,Musk come; Powdery; Agrumi; Fumoso; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CC1([C@H]2C[C@H]3CCC(=O)C=C3[C@@H]1C2)C]? Selezionare solo uno tra i seguenti [Musk come; Powdery; Agrumi; Fumoso; ]. Non scrivere alcun commento.,"Qual è il principale descrittore dell'odore della molecola? [2,3,4,4a,5,6-hexahydro-2,2-dimethyl-1,3-methanonaphthalen-7(1H)-one]? Selezionare solo uno tra i seguenti [Musk come; Powdery; Agrumi; Fumoso; ]. Non scrivere alcun commento.",Powdery,Descriptor 2=Woody;Descriptor 3=Tobacco
7,Piperine,C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3,,,Miele; Balsamico; Floreale; Terroso; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [C1CCN(CC1)C(=O)/C=C/C=C/C2=CC3=C(C=C2)OCO3]? Selezionare solo uno tra i seguenti [Miele; Balsamico; Floreale; Terroso; ]. Non scrivere alcun commento.,Qual è il principale descrittore dell'odore della molecola? [Piperine]? Selezionare solo uno tra i seguenti [Miele; Balsamico; Floreale; Terroso; ]. Non scrivere alcun commento.,Balsamico,Descriptor 2=Animal Like;Descriptor 3=Peppery
8,"Cyclododecaneethanol, .beta.-methyl-",CC(CO)C1CCCCCCCCCCC1,,,Ambra; Miele; Animale simile; Anisico; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CC(CO)C1CCCCCCCCCCC1]? Selezionare solo uno tra i seguenti [Ambra; Miele; Animale simile; Anisico; ]. Non scrivere alcun commento.,"Qual è il principale descrittore dell'odore della molecola? [Cyclododecaneethanol, .beta.-methyl-]? Selezionare solo uno tra i seguenti [Ambra; Miele; Animale simile; Anisico; ]. Non scrivere alcun commento.",Ambra,Descriptor 2=Dry;Descriptor 3=Woody
9,11-Oxahexadecanolide,C1CCCCC(=O)OCCCCCOCCCC1,,,Woody; Musk come; Tabacco simile; Fruttato; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [C1CCCCC(=O)OCCCCCOCCCC1]? Selezionare solo uno tra i seguenti [Woody; Musk come; Tabacco simile; Fruttato; ]. Non scrivere alcun commento.,Qual è il principale descrittore dell'odore della molecola? [11-Oxahexadecanolide]? Selezionare solo uno tra i seguenti [Woody; Musk come; Tabacco simile; Fruttato; ]. Non scrivere alcun commento.,Musk come,Descriptor 2=Powdery;Descriptor 3=Creamy
10,"2-Octen-1-ol, 1-acetate",CCCCC/C=C/COC(=O)C,,,Anisico; Aromatico; Balsamico; Terroso; ,primary_odor_descriptor,Qual è il principale descrittore dell'odore della molecola? [CCCCC/C=C/COC(=O)C]? Selezionare solo uno tra i seguenti [Anisico; Aromatico; Balsamico; Terroso; ]. Non scrivere alcun commento.,"Qual è il principale descrittore dell'odore della molecola? [2-Octen-1-ol, 1-acetate]? Selezionare solo uno tra i seguenti [Anisico; Aromatico; Balsamico; Terroso; ]. Non scrivere alcun commento.",Terroso,Descriptor 2=Mushroom;Descriptor 3=Lavender
